1,1,1,1,1,22,2,8,13,3,18,17,611,94,176,38,138,349,1,0,157,33,124,1,1,1,1,6,6,6,5,2,1.98,34,34,34,27
1,3,3,3,1,29,5,11,13,0,12,12,423,97,149,23,126,187,0,0,130,23,107,0,0,0,0,8,8,8,4,5,1.26,43,43,43,19
0,6,6,6,1,27,2,22,3,1,1,1,60,9,27,4,23,24,0,0,26,4,22,0,0,0,0,6,6,6,1,3,0.89,6,6,6,1
1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,2,1,31,4,14,12,0,15,15,611,133,219,18,201,259,0,0,178,18,160,0,0,0,0,8,8,8,1,2,1.18,43,43,43,15
1,4,4,4,2,44,6,22,20,2,9,8,574,107,193,22,171,277,1,0,151,20,131,1,1,1,1,9,9,9,6,3,1.44,37,37,37,20
1,6,6,6,1,27,2,22,3,1,1,1,60,9,27,4,23,24,0,0,26,4,22,0,0,0,0,6,6,6,1,3,0.89,6,6,6,1
1,2,2,2,1,16,2,9,8,2,6,5,184,40,54,11,43,92,1,0,49,10,39,1,1,1,1,7,7,7,1,2,1.7,13,13,13,6
1,1,1,1,1,17,2,7,7,2,9,9,305,77,71,15,56,158,0,0,67,15,52,0,0,0,0,5,5,5,4,2,2.23,17,17,17,12
1,2,2,2,1,16,1,8,7,1,8,8,210,32,76,12,64,109,0,0,72,12,60,0,0,0,0,9,9,9,1,3,1.43,22,22,22,8
1,1,1,1,1,3,0,3,0,1,3,3,56,12,15,6,9,31,0,0,15,6,9,0,0,0,0,1,1,1,1,0,2.07,3,3,3,3
1,1,1,1,1,14,3,10,5,1,3,2,98,21,33,9,24,44,2,0,31,9,22,2,2,2,1,2,2,2,1,1,1.33,5,5,5,3
1,2,2,2,1,30,8,18,4,1,1,1,78,19,25,7,18,34,0,0,24,7,17,0,0,0,0,2,2,2,1,2,1.36,2,2,2,1
1,1,1,1,1,1,0,0,0,0,1,0,62,15,1,0,1,47,1,0,1,0,1,1,1,1,1,1,1,1,1,0,47,1,1,1,1
1,6,6,6,1,49,0,0,0,0,1,0,90,20,54,5,49,17,32,2,54,5,49,6,6,6,1,6,6,6,1,1,0.31,6,6,6,1
1,5,5,5,3,36,0,2,1,0,2,1,117,21,79,7,72,24,121,2,53,7,46,10,10,10,6,10,10,10,6,3,0.3,11,11,11,7
1,3,3,3,1,27,1,18,2,2,10,9,388,47,266,29,237,81,48,2,153,27,126,7,7,7,3,7,7,7,3,4,0.3,35,35,35,14
1,1,1,1,1,8,0,8,0,1,5,5,77,10,52,14,38,17,0,0,29,12,17,0,0,0,0,1,1,1,1,0,0.33,5,5,5,5
1,1,1,1,1,6,0,5,0,5,118,118,916,194,682,140,542,47,0,0,604,135,469,0,0,0,0,12,12,12,9,2,0.07,173,173,173,134
1,1,1,1,1,5,0,5,0,13,98,98,790,177,549,146,403,71,0,0,443,124,319,0,0,0,0,4,4,4,1,2,0.13,109,109,109,98
1,1,1,1,1,11,0,9,1,22,50,50,708,111,522,92,430,100,0,0,417,89,328,0,0,0,0,5,5,5,1,2,0.19,61,61,61,50
0,1,1,1,1,6,0,4,1,1,6,5,105,25,28,9,19,52,1,0,25,8,17,1,1,1,1,2,2,2,1,1,1.86,7,7,7,6
0,1,1,1,1,22,2,8,13,3,18,17,611,94,176,38,138,349,1,0,157,33,124,1,1,1,1,6,6,6,5,2,1.98,34,34,34,27
0,0,0,0,0,0,0,0,0,0,0,0,123,24,1,1,0,98,0,0,1,1,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,75,13,1,1,0,61,0,0,1,1,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0
0,4,4,4,3,36,4,13,19,0,4,4,190,32,57,8,49,102,0,0,44,8,36,0,0,0,0,9,9,9,8,3,1.79,16,16,16,13
0,1,1,1,1,6,0,4,0,1,18,17,552,152,104,23,81,297,8,1,101,23,78,4,4,4,1,6,6,6,6,2,2.86,31,31,31,27
0,1,1,1,1,8,0,7,0,39,68,67,997,163,687,116,571,156,1,0,551,115,436,1,1,1,1,29,29,29,25,3,0.23,135,135,135,100
0,2,2,2,1,27,2,14,11,1,54,53,1837,286,776,64,712,778,1,0,675,62,613,1,1,1,1,8,8,8,5,4,1,152,152,152,86
0,1,1,1,1,7,0,6,0,5,25,25,244,51,185,42,143,9,0,0,154,41,113,0,0,0,0,4,4,4,1,2,0.05,32,32,32,25
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,8,0,0,0,0,1,0,16,4,10,2,8,2,1,0,6,2,4,1,1,1,1,1,1,1,1,1,0.2,1,1,1,1
1,1,1,1,1,6,0,4,1,1,6,5,105,25,28,9,19,52,1,0,25,8,17,1,1,1,1,2,2,2,1,1,1.86,7,7,7,6
1,1,1,1,1,12,2,7,4,1,9,8,171,40,62,19,43,69,1,0,60,18,42,1,1,1,1,3,3,3,1,2,1.11,14,14,14,9
1,3,3,3,2,14,1,11,2,1,12,12,258,44,154,21,133,65,0,0,146,18,128,0,0,0,0,14,14,14,10,3,0.42,45,45,45,33
1,3,3,3,1,23,2,15,7,4,23,22,822,165,368,41,327,314,2,0,325,38,287,2,2,2,1,11,11,11,8,2,0.85,80,80,80,42
