size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 51.20, 0.00, 0.00, 0.00, 100.00, 0.00, 299.46
0.02, 51.20, 0.00, 0.00, 0.00, 100.00, 0.00, 308.99
0.03, 48.80, 48.80, 100.00, 100.00, 100.00, 65.55, 299.46
0.04, 48.80, 48.80, 100.00, 100.00, 100.00, 65.55, 294.20
0.05, 48.80, 48.80, 100.00, 100.00, 100.00, 65.55, 300.64
0.06, 51.20, 0.00, 0.00, 0.00, 100.00, 0.00, 294.38
0.07, 48.80, 48.80, 100.00, 100.00, 100.00, 65.55, 290.91
0.08, 48.80, 48.80, 100.00, 100.00, 100.00, 65.55, 296.34
0.09, 48.80, 48.80, 100.00, 100.00, 100.00, 65.55, 297.62
0.1, 48.80, 48.80, 100.00, 100.00, 100.00, 65.55, 289.88
0.2, 51.20, 0.00, 0.00, 0.00, 100.00, 0.00, 306.24
0.3, 51.20, 0.00, 0.00, 0.00, 100.00, 0.00, 299.62
0.4, 51.20, 0.00, 0.00, 0.00, 100.00, 0.00, 299.74
0.5, 51.20, 0.00, 0.00, 0.00, 100.00, 0.00, 304.74
0.6, 51.20, 0.00, 0.00, 0.00, 100.00, 0.00, 302.00
0.7, 50.22, 49.07, 53.01, 52.44, 70.42, 50.91, 310.54
0.8, 50.20, 49.00, 49.69, 49.31, 70.44, 49.29, 321.41
0.9, 50.34, 49.19, 53.46, 52.64, 70.26, 51.19, 312.95
1, 50.21, 49.06, 53.08, 52.53, 70.43, 50.94, 326.01
5, 49.20, 48.50, 66.33, 67.13, 75.10, 55.98, 525.60
10, 49.83, 48.09, 35.38, 36.40, 74.17, 40.72, 773.71
15, 49.31, 47.94, 44.96, 46.54, 72.08, 46.35, 973.70
20, 49.72, 47.97, 35.95, 37.16, 74.05, 41.05, 1178.76
25, 49.69, 47.89, 35.27, 36.57, 74.35, 40.57, 1369.10
30, 49.56, 47.14, 27.62, 29.53, 78.17, 34.79, 1567.15
35, 49.43, 47.41, 33.24, 35.15, 75.45, 39.03, 1742.88
40, 49.78, 47.43, 26.69, 28.20, 78.55, 34.11, 1941.68
45, 49.31, 46.93, 29.63, 31.94, 77.27, 36.28, 2117.42
50, 49.71, 47.02, 24.07, 25.85, 80.21, 31.79, 2309.37
55, 49.60, 47.10, 26.51, 28.38, 78.78, 33.88, 2463.22
60, 50.14, 47.72, 22.60, 23.60, 80.92, 30.63, 2661.74
65, 49.86, 47.24, 23.50, 25.02, 80.49, 31.34, 2823.35
70, 50.06, 47.47, 21.87, 23.06, 81.47, 29.90, 3044.65
75, 49.71, 46.39, 19.59, 21.58, 83.26, 27.50, 3265.51
80, 49.97, 46.97, 19.52, 21.01, 83.17, 27.54, 3422.48
85, 49.86, 46.92, 20.84, 22.47, 82.29, 28.82, 3626.08
90, 49.94, 47.18, 21.56, 23.01, 81.74, 29.55, 3852.10
95, 50.09, 47.54, 21.87, 23.00, 81.45, 29.91, 4031.65
100, 50.03, 47.46, 22.32, 23.56, 81.17, 30.32, 4227.25
