size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 49.23, 48.57, 63.73, 65.04, 74.47, 55.08, 1.30
0.02, 49.23, 48.74, 77.44, 78.31, 81.50, 59.78, 2.47
0.03, 49.23, 49.03, 52.97, 53.93, 71.56, 50.87, 4.62
0.04, 49.23, 48.89, 76.45, 77.24, 80.75, 59.59, 2.96
0.05, 49.23, 48.24, 57.62, 59.32, 72.91, 52.46, 3.90
0.06, 49.23, 48.57, 64.97, 66.26, 74.95, 55.54, 4.51
0.07, 49.23, 47.85, 12.99, 13.99, 88.13, 20.40, 5.20
0.08, 49.23, 49.35, 83.79, 84.14, 85.69, 62.07, 6.35
0.09, 49.23, 48.82, 75.71, 76.57, 80.33, 59.31, 7.08
0.1, 49.23, 48.35, 68.02, 69.44, 76.45, 56.48, 7.14
0.2, 49.23, 48.78, 77.71, 78.54, 81.64, 59.89, 13.52
0.3, 49.18, 48.50, 69.48, 70.74, 77.04, 57.07, 19.69
0.4, 49.23, 49.13, 44.09, 44.95, 71.74, 46.42, 25.93
0.5, 49.23, 47.79, 15.43, 16.62, 86.19, 23.29, 32.03
0.6, 49.23, 49.53, 24.42, 24.77, 79.53, 32.67, 38.68
0.7, 49.23, 48.35, 66.22, 67.68, 75.64, 55.84, 47.12
0.8, 49.23, 48.79, 78.85, 79.64, 82.40, 60.23, 51.80
0.9, 49.21, 48.78, 79.28, 80.07, 82.70, 60.35, 58.96
1, 49.23, 48.87, 79.57, 80.30, 82.86, 60.50, 66.13
5, 49.23, 48.30, 56.64, 58.30, 72.66, 52.09, 423.53
10, 49.23, 48.05, 46.73, 48.68, 72.16, 47.33, 940.73
15, 49.23, 48.21, 46.53, 48.32, 72.07, 47.31, 1767.81
20, 49.23, 48.12, 31.21, 32.85, 76.23, 37.82, 2372.94
25, 49.23, 48.04, 47.12, 49.08, 72.15, 47.53, 3029.19
30, 49.23, 48.19, 31.20, 32.77, 76.21, 37.83, 3884.74
35, 49.23, 48.85, 39.98, 41.09, 72.74, 43.92, 4416.58
40, 49.23, 50.06, 16.37, 16.34, 85.21, 24.63, 5017.71
45, 49.23, 48.18, 10.92, 11.65, 89.84, 17.78, 5776.13
50, 49.23, 49.80, 19.80, 19.93, 82.64, 28.30, 6508.36
55, 49.23, 50.64, 28.14, 27.63, 76.98, 36.13, 6860.83
60, 49.23, 50.64, 28.14, 27.63, 76.98, 36.13, 7775.50
65, 49.23, 50.89, 23.57, 22.94, 79.79, 32.18, 8209.98
70, 49.23, 50.97, 23.06, 22.38, 80.13, 31.71, 9012.02
75, 49.23, 50.97, 23.06, 22.38, 80.13, 31.71, 9795.81
80, 49.23, 50.97, 23.06, 22.38, 80.13, 31.71, 11159.67
85, 49.23, 50.97, 23.06, 22.38, 80.13, 31.71, 12614.84
90, 49.23, 50.97, 23.06, 22.38, 80.13, 31.71, 12206.24
95, 49.23, 50.97, 23.06, 22.38, 80.13, 31.71, 12428.59
100, 49.23, 0.00, 0.00, 0.00, 100.00, 0.00, 13133.30
