size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 50.58, 50.58, 100.00, 100.00, 100.00, 67.14, 0.78
0.02, 49.60, 49.60, 100.00, 100.00, 100.00, 66.27, 1.15
0.03, 49.60, 49.60, 100.00, 100.00, 100.00, 66.27, 1.06
0.04, 49.64, 49.59, 62.49, 62.87, 73.21, 55.25, 1.50
0.05, 49.64, 49.76, 59.69, 59.93, 72.22, 54.22, 1.66
0.06, 49.64, 48.79, 89.63, 90.07, 90.67, 63.14, 1.84
0.07, 49.64, 49.63, 36.02, 36.37, 73.59, 41.70, 2.23
0.08, 49.64, 49.61, 34.17, 34.53, 74.33, 40.42, 2.36
0.09, 49.64, 49.61, 34.17, 34.53, 74.33, 40.42, 2.58
0.1, 49.64, 49.61, 34.17, 34.53, 74.33, 40.42, 2.82
0.2, 49.64, 49.52, 69.07, 69.48, 76.06, 57.63, 5.18
0.3, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 7.34
0.4, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 9.14
0.5, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 11.38
0.6, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 14.50
0.7, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 16.76
0.8, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 18.44
0.9, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 20.64
1, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 23.27
5, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 134.36
10, 49.64, 49.68, 58.61, 58.93, 72.01, 53.72, 250.84
15, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 379.78
20, 49.64, 49.10, 52.84, 53.74, 71.50, 50.85, 552.48
25, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 746.90
30, 49.64, 50.18, 76.65, 76.52, 80.00, 60.60, 893.74
35, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 1217.92
40, 49.64, 50.46, 49.95, 49.50, 70.39, 50.15, 1521.61
45, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 1781.81
50, 49.64, 50.46, 49.95, 49.50, 70.39, 50.15, 2078.84
55, 49.64, 49.66, 93.33, 93.41, 93.65, 64.78, 2264.98
60, 49.64, 50.46, 49.95, 49.50, 70.39, 50.15, 2564.25
65, 49.64, 49.61, 97.61, 97.65, 97.68, 65.74, 2818.43
70, 49.64, 52.17, 53.11, 50.94, 69.24, 52.59, 3016.74
75, 49.64, 49.65, 93.24, 93.32, 93.57, 64.75, 3120.42
80, 49.64, 50.30, 52.57, 52.27, 70.58, 51.36, 3491.97
85, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 3792.42
90, 49.64, 52.17, 53.11, 50.94, 69.24, 52.59, 4122.15
95, 49.64, 49.63, 99.86, 99.87, 99.87, 66.26, 4552.41
100, 49.64, 49.40, 51.67, 52.27, 71.19, 50.46, 4421.85
