size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 49.38, 49.19, 75.81, 76.40, 80.14, 59.61, 0.00
0.02, 49.38, 48.51, 57.60, 59.05, 72.70, 52.61, 0.00
0.03, 49.30, 48.73, 70.50, 71.55, 77.39, 57.58, 0.00
0.04, 49.38, 48.89, 71.51, 72.40, 77.81, 58.03, 0.00
0.05, 49.38, 48.87, 64.57, 65.60, 74.56, 55.58, 0.00
0.06, 49.38, 49.75, 33.32, 33.54, 74.64, 39.86, 0.00
0.07, 49.34, 49.75, 33.41, 33.63, 74.60, 39.92, 0.00
0.08, 49.38, 49.95, 54.51, 54.56, 71.03, 52.08, 0.01
0.09, 49.38, 49.14, 75.27, 75.90, 79.83, 59.42, 0.01
0.1, 49.38, 48.94, 65.36, 66.31, 74.82, 55.92, 0.01
0.2, 49.38, 49.13, 67.25, 68.01, 75.49, 56.73, 0.01
0.3, 49.38, 49.52, 59.26, 59.72, 72.29, 53.91, 0.02
0.4, 49.38, 49.52, 59.26, 59.72, 72.29, 53.91, 0.03
0.5, 49.38, 50.00, 21.16, 21.16, 81.63, 29.69, 0.03
0.6, 49.38, 49.68, 27.23, 27.48, 77.79, 35.13, 0.04
0.7, 49.37, 49.69, 45.16, 45.47, 71.24, 47.27, 0.04
0.8, 49.37, 49.65, 43.14, 43.49, 71.58, 46.12, 0.05
0.9, 49.38, 49.64, 26.13, 26.41, 78.45, 34.19, 0.06
1, 49.38, 49.97, 47.08, 47.11, 70.85, 48.43, 0.06
5, 49.38, 48.86, 55.51, 56.63, 72.02, 51.92, 0.35
10, 49.38, 50.94, 6.07, 5.86, 94.11, 10.83, 0.86
15, 49.38, 48.85, 32.97, 33.99, 75.16, 39.32, 1.48
20, 49.38, 49.32, 3.17, 3.26, 96.88, 5.95, 2.13
25, 49.38, 51.76, 7.17, 6.72, 93.07, 12.58, 2.82
30, 49.38, 49.11, 5.52, 5.71, 94.65, 9.91, 3.51
35, 49.38, 48.54, 8.71, 9.19, 91.75, 14.74, 4.15
40, 49.38, 49.50, 9.35, 9.52, 91.15, 15.70, 4.82
45, 49.38, 48.91, 2.52, 2.63, 97.51, 4.79, 5.47
50, 49.38, 49.65, 13.30, 13.46, 87.74, 20.94, 6.11
55, 49.38, 50.04, 28.92, 28.88, 76.73, 36.61, 6.79
60, 49.38, 50.51, 26.69, 26.30, 77.88, 34.88, 7.50
65, 49.38, 50.27, 28.32, 28.10, 76.99, 36.18, 8.13
70, 49.38, 50.29, 28.44, 28.21, 76.92, 36.29, 8.90
75, 49.38, 50.31, 27.16, 26.91, 77.66, 35.23, 9.54
80, 49.38, 50.28, 28.14, 27.92, 77.09, 36.04, 10.22
85, 49.38, 50.27, 28.32, 28.10, 76.99, 36.18, 10.89
90, 49.38, 50.28, 28.14, 27.92, 77.09, 36.04, 11.47
95, 49.38, 50.89, 22.61, 21.99, 80.46, 31.26, 12.12
100, 49.38, 50.27, 28.32, 28.10, 76.99, 36.18, 12.81
