size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 50.74, 50.74, 100.00, 100.00, 100.00, 67.28, 44.54
0.02, 50.74, 50.74, 100.00, 100.00, 100.00, 67.28, 39.90
0.03, 50.74, 50.74, 100.00, 100.00, 100.00, 67.28, 38.92
0.04, 50.74, 50.74, 100.00, 100.00, 100.00, 67.28, 39.19
0.05, 50.74, 50.74, 100.00, 100.00, 100.00, 67.28, 39.44
0.06, 50.74, 50.74, 100.00, 100.00, 100.00, 67.28, 38.16
0.07, 49.26, 0.00, 0.00, 0.00, 100.00, 0.00, 38.22
0.08, 50.74, 50.74, 100.00, 100.00, 100.00, 67.28, 38.23
0.09, 50.74, 50.74, 100.00, 100.00, 100.00, 67.28, 40.28
0.1, 50.74, 50.74, 100.00, 100.00, 100.00, 67.28, 38.18
0.2, 50.74, 50.74, 100.00, 100.00, 100.00, 67.28, 38.70
0.3, 50.74, 50.74, 100.00, 100.00, 100.00, 67.28, 38.27
0.4, 50.74, 50.74, 100.00, 100.00, 100.00, 67.28, 38.94
0.5, 50.74, 50.74, 100.00, 100.00, 100.00, 67.28, 38.62
0.6, 50.74, 50.74, 100.00, 100.00, 100.00, 67.28, 38.78
0.7, 50.74, 50.74, 100.00, 100.00, 100.00, 67.28, 44.41
0.8, 50.74, 50.74, 100.00, 100.00, 100.00, 67.28, 39.49
0.9, 50.74, 50.74, 100.00, 100.00, 100.00, 67.28, 39.98
1, 50.74, 50.74, 100.00, 100.00, 100.00, 67.28, 39.77
5, 50.74, 50.74, 100.00, 100.00, 100.00, 67.28, 80.69
10, 51.53, 52.12, 54.93, 51.98, 68.80, 53.44, 155.58
15, 50.76, 50.78, 96.24, 96.08, 96.16, 66.44, 213.24
20, 49.93, 50.78, 43.30, 43.23, 71.30, 46.69, 292.96
25, 50.45, 50.63, 94.25, 94.67, 94.84, 65.83, 348.63
30, 49.69, 50.53, 40.16, 40.50, 72.26, 44.70, 427.52
35, 50.20, 50.52, 89.47, 90.25, 90.86, 64.53, 465.02
40, 49.24, 49.97, 42.95, 44.28, 72.22, 46.14, 535.54
45, 49.73, 50.26, 89.03, 90.75, 91.41, 64.21, 587.54
50, 49.19, 49.92, 39.58, 40.91, 72.96, 44.10, 654.01
55, 48.47, 49.50, 76.03, 79.91, 83.43, 59.91, 698.70
60, 49.82, 50.70, 39.81, 39.86, 72.20, 44.55, 755.33
65, 48.54, 49.57, 81.87, 85.79, 87.68, 61.70, 823.00
70, 48.92, 49.59, 40.56, 42.46, 73.05, 44.57, 873.17
75, 48.36, 49.41, 73.91, 77.95, 82.20, 59.18, 894.51
80, 48.43, 48.72, 31.14, 33.76, 76.69, 37.94, 963.83
85, 47.78, 49.07, 77.36, 82.69, 85.73, 60.00, 1019.00
90, 48.59, 49.06, 34.59, 36.99, 75.15, 40.52, 1087.54
95, 47.15, 48.60, 72.36, 78.82, 83.52, 58.10, 1128.19
100, 47.69, 47.73, 32.60, 36.77, 76.78, 38.69, 1189.78
