size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.24
0.02, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.25
0.03, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.29
0.04, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.27
0.05, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.26
0.06, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.27
0.07, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.25
0.08, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.25
0.09, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.24
0.1, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.24
0.2, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.25
0.3, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.25
0.4, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.25
0.5, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.25
0.6, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.29
0.7, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.25
0.8, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.25
0.9, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.30
1, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.26
5, 49.46, 48.19, 63.20, 63.35, 73.26, 54.63, 0.86
10, 50.54, 48.56, 42.52, 41.99, 71.18, 45.29, 3.58
15, 49.56, 47.88, 51.65, 52.40, 71.30, 49.65, 5.65
20, 48.52, 45.21, 31.65, 35.75, 77.13, 37.19, 7.37
25, 49.93, 47.40, 34.47, 35.66, 74.61, 39.86, 9.24
30, 49.70, 43.64, 14.66, 17.65, 87.15, 21.91, 12.13
35, 50.07, 48.29, 49.42, 49.32, 70.65, 48.80, 13.04
40, 49.23, 46.59, 35.83, 38.28, 74.72, 40.46, 15.91
45, 48.38, 46.82, 51.46, 54.48, 72.97, 48.98, 17.13
50, 50.02, 47.96, 42.14, 42.62, 71.87, 44.81, 17.51
55, 49.98, 48.04, 45.15, 45.52, 71.28, 46.50, 19.60
60, 48.85, 45.22, 28.45, 32.13, 78.43, 34.88, 20.08
65, 50.21, 47.68, 32.91, 33.67, 75.06, 38.89, 21.47
70, 50.35, 47.51, 27.77, 28.60, 77.69, 35.00, 23.52
75, 50.16, 47.72, 34.56, 35.29, 74.35, 40.04, 25.70
80, 49.93, 46.29, 23.59, 25.52, 80.56, 31.21, 25.99
85, 48.43, 46.46, 45.24, 48.60, 73.21, 45.79, 26.92
90, 49.79, 47.24, 34.85, 36.29, 74.57, 40.06, 28.91
95, 49.93, 47.61, 37.67, 38.64, 73.34, 42.01, 30.48
100, 49.37, 46.78, 35.92, 38.10, 74.55, 40.59, 31.42
